,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
dist_embedding,0.6247214739244096,0.1298185941043083,0.51104781602502,0.5219119739579191,0.2605487932814369,0.2605487932814369,0.004818594104308405,0.5219119739579191,0.33843034577344167,0.18840985070265365,0.18840985070265365,0.1298185941043083,0.21121974992448017,0.21121974992448017,0.004818594104308405,0.25572411462896183,0.25572411462896183,0.40418927103356794,0.24286177106779996,0.24286177106779996,0.2952662883506312,0.32671660069069136,0.3913869638674606,0.0022675736961452753,0.20250270373622234,0.0022675736961452753,0.19123375544322382,0.44205231857813376,0.19792825650444648,0.2645134094656685,0.44358530208120955,0.19792825650444648,0.4703609926200251,0.28624576832117354,0.19123375544322382,0.3375646135184339,0.533636659289907,0.24466332296767104,0.5269131908066002,0.28862170246535346,0.2952662883506312,0.3375646135184339,0.40418927103356794,0.20120244087935918,0.22204275898699208,0.7702194569802562,0.22204275898699208,0.6667263975880671,0.7833750055465177,0.30017919775173724,0.4352588595335478,0.24466332296767104,0.9151650120810623,0.34222670470928646,0.5982991296527962
dist_lowest,0.6834853328532998,1.5762946735866226,0.6825425323182623,1.0251851056295047,1.0943302171842038,1.0749388407303775,1.1350219828830084,0.9334236825329946,1.1859377415485821,0.28168011198329795,0.4525582702271056,1.1361814490619737,1.2853781162260813,1.1718366646223564,0.4525582702271056,0.25572411462896183,0.25572411462896183,1.1859377415485821,0.9155202311132457,1.3465420263345966,0.9155202311132457,0.8411585431279263,0.961142268366998,0.6204259538217679,0.686696086287147,0.0022675736961452753,0.6204259538217679,0.739218406191753,0.2713973596231145,0.2713973596231145,1.1718366646223564,0.6152549604719659,0.6152549604719659,0.6825425323182623,1.1645961863501164,0.8411585431279263,1.174455080751902,0.8010828542492803,0.8815525817667867,0.9484264121786684,1.0943302171842038,0.6096207762833425,0.8041593463938602,0.30017919775173724,1.4093059859876917,1.2853781162260813,0.5458881873811635,1.1361814490619737,1.490655102484834,0.30017919775173724,0.4352588595335478,0.5458881873811635,1.4093059859876917,0.7255927674821855,0.9925700036318125
nRMSE_embedding,0.37523137131870365,0.5358722029114358,0.3408398495920357,0.6500466025893852,0.3640227730680336,0.5319151402887842,0.427744899309752,1.4059101993348873,0.13341081545362646,0.35577901753956737,0.4656467869603213,0.41290508151406263,0.37442351487030023,0.29509165191680387,0.6341210501727156,0.06602448797916731,0.06412407629374682,0.7271653792476842,0.5285741782451492,0.9221157831473789,0.31549130756590477,0.5275177154527441,0.2560024549076803,0.15408772321318587,0.3772749991577521,0.13574921199404807,1.4763970208548232,0.516700115287039,0.24887660080781843,0.2469731707858037,0.30637088967001863,0.25038850669720436,0.2125432124622772,0.20750407738237642,0.7312717041394089,0.14627889864477958,2.1191236422744177,1.905075109108699,0.32154544918425115,0.3625984755758084,0.3954214967059726,0.16389112831470262,1.9023773720780564,0.2769270820580116,0.8766241655323783,0.18908153827679072,0.5061027765437566,0.7225057130633089,0.2847544047774605,0.13592333383784988,0.13719952604055172,0.7402140178174667,0.49359923282001983,0.4348066739837135,0.4688221520355592
nRMSE_coordenadas,0.37523137131870365,0.5358722029114358,0.1878040236755889,0.4373058610238531,4.07587514887391,6.2466968006530195,0.427744899309752,0.36275505005330105,0.23843613561278207,0.37497670190511445,0.6877439346610277,0.41290508151406263,0.27343412054399785,0.12057727898227394,0.6341210501727156,0.8882519918817215,1.035340533218196,0.7271653792476842,3.5195496522243492,7.368813335301715,3.6606493628826007,0.33647359048751674,0.2560024549076803,0.15408772321318587,0.48142119736542643,0.13574921199404807,0.3316817598080593,0.8360165122884265,0.9535305910561452,0.6592063083043891,0.2988272646589062,0.31647936370623647,0.49081271367344864,0.1456604815019146,4.048251957773155,1.348698823129021,1.4651201543542496,9.734431139449145,0.32154544918425115,0.3625984755758084,0.2599346814558705,0.776386438275589,1.9023773720780564,1.9020895352917366,0.8766241655323783,0.7883327087761531,0.26044308651344406,3.045843727105333,0.8328049873156135,7.075657528646537,0.9571313918413676,1.5411101174660211,2.311076995232779,2.5406069309853985,3.601224751005989
nRMSE_lowest,0.11675693208214624,0.21503418880853584,0.12029790055034567,0.2287556889687416,0.1440275643447875,0.15205684058423247,0.17124655198915575,0.1830917435177411,0.09858053740069193,0.19810891063661587,0.038682412274789996,0.13269977210017828,0.09150869839222593,0.10904943960089762,0.03964968723583299,0.06602448797916731,0.06412407629374682,0.09981247140015272,0.12558627551965448,0.15966545759792905,0.1238190791985851,0.08904852480092987,0.20881470789246212,0.13773810596375263,0.15072547598568617,0.13574921199404807,0.13603429595617111,0.197002479746545,0.046860714696750655,0.04793510407875316,0.1156503926934159,0.1343883483844605,0.12137533659787746,0.1288052176302261,0.36552199404766167,0.08402616742676115,0.1356562154620925,0.16159796787448594,0.18257519493420107,0.19619057430343576,0.13507051640446074,0.11369932953827631,0.19016838753989027,0.12914467015327477,0.10704629878048577,0.09540195713754619,0.132887316386239,0.125277161991169,0.12452629550382213,0.13592333383784988,0.13719952604055172,0.12617477036584893,0.10771865464630319,0.1793217896125776,0.129019040753546
RMSE_embedding,358.3872476398028,128.75202263783405,32.633898850224234,739.4956068863199,62.829610024520555,62.829610024520555,263.0972817942063,739.4956068863199,111.11782878998311,198.02819007025238,198.02819007025238,128.75202263783405,271.941313751699,271.941313751699,263.0972817942063,59.49700185023332,59.49700185023332,598.1805312083189,120.21123985509841,120.21123985509841,72.77482036505941,157.80558978270278,100.65522320442857,11.779882215030845,45.157277237450884,11.779882215030845,114.28303452029381,243.83775663850747,165.12771256919092,160.19203157200633,266.2208659725354,165.12771256919092,155.19723673979078,18.55537882484034,114.28303452029381,46.374494606410536,245.53873591214347,188.7828613778274,47.839330707065706,57.62287595506956,72.77482036505941,46.374494606410536,598.1805312083189,31.98424905324494,122.55554650511198,131.72442035046754,122.55554650511198,238.64008159080626,112.28884118275808,14.915822834605315,100.84113692255426,188.7828613778274,68.57640963431473,56.20412481155928,118.77677329764435
RMSE_coordenadas,358.3872476398028,128.75202263783405,17.981399533035983,497.48089106936226,703.4879822326983,737.8574028055828,263.0972817942063,190.80576129055083,198.5933869325294,208.7137069249007,292.4806751094848,128.75202263783405,198.5933869325294,111.11782878998311,263.0972817942063,800.4352933586616,960.6322801177184,598.1805312083189,800.4352933586616,960.6322801177184,844.407099069124,100.65522320442857,100.65522320442857,11.779882215030845,57.62287595506956,11.779882215030845,25.67439345275106,394.5274731667408,632.660221389939,427.57517918392625,259.6658359395141,208.7137069249007,358.3872476398028,13.025215929112269,632.660221389939,427.57517918392625,169.76062344028233,964.6306098925467,47.839330707065706,57.62287595506956,47.839330707065706,219.68564781106357,598.1805312083189,219.68564781106357,122.55554650511198,549.1951781925985,63.06771327972288,1006.0271945359298,328.40477754848007,776.4616358037273,703.4879822326983,393.0419725519146,321.0810556087564,328.40477754848007,912.3755223316767
RMSE_lowest,111.51571731524366,51.665465375819466,11.51798864819722,260.23338383554864,24.858872493873623,17.96089502224207,105.33030883052292,96.3045435281569,82.10770048641399,110.26830441397625,16.450683876362103,41.3784301196489,66.46216028688805,100.4943639588808,16.450683876362103,59.49700185023332,59.49700185023332,82.10770048641399,28.561519859185832,20.814720852480022,28.561519859185832,26.638640871861313,82.10191202605048,10.529967157277051,18.040824653176657,11.779882215030845,10.529967157277051,92.96812849932317,31.09172418023806,31.09172418023806,100.4943639588808,88.62723316415408,88.62723316415408,11.51798864819722,57.123723545184504,26.638640871861313,15.71822190961815,16.01350341638789,27.163423247079887,31.177916864344866,24.858872493873623,32.17226581234216,59.796246920967654,14.915822834605315,14.965498516031243,66.46216028688805,32.179388136403915,41.3784301196489,49.10516987378553,14.915822834605315,100.84113692255426,32.179388136403915,14.965498516031243,23.179552771066714,32.687161406786814
rank_embedding,10.0,17.0,10.0,17.0,10.0,17.0,12.0,54.0,3.0,6.0,12.0,13.0,15.0,8.0,19.0,1.0,1.0,23.0,17.0,20.0,7.0,14.0,4.0,2.0,13.0,1.0,18.0,14.0,8.0,6.0,10.0,7.0,6.0,3.0,23.0,2.0,29.0,25.0,9.0,9.0,11.0,2.0,47.0,9.0,24.0,3.0,17.0,29.0,4.0,1.0,1.0,27.0,17.0,14.0,16.0
rank_coordenadas,10.0,17.0,4.0,8.0,46.0,45.0,12.0,8.0,9.0,9.0,20.0,13.0,9.0,2.0,19.0,33.0,42.0,23.0,49.0,51.0,51.0,12.0,4.0,2.0,16.0,1.0,4.0,30.0,38.0,23.0,9.0,9.0,17.0,2.0,42.0,40.0,25.0,50.0,9.0,9.0,3.0,29.0,47.0,26.0,24.0,30.0,6.0,54.0,28.0,46.0,36.0,38.0,33.0,33.0,53.0
